step,t,phase,move,move_name,trunk_z,trunk_roll,trunk_pitch,trunk_vz,trunk_roll_rate
133,2.6600,1.865900,0,squat_bounce,0.108818,0.003492,-0.004481,0.008923,0.002142
134,2.6800,2.117144,0,squat_bounce,0.108978,0.003479,-0.004576,0.007346,-0.002171
135,2.7000,2.368387,0,squat_bounce,0.109114,0.003369,-0.004736,0.006353,-0.008115
136,2.7200,2.619631,0,squat_bounce,0.109202,0.003062,-0.004901,0.003143,-0.018467
137,2.7400,2.870874,0,squat_bounce,0.109231,0.002688,-0.004956,0.000430,-0.017268
138,2.7600,3.122118,0,squat_bounce,0.109213,0.002301,-0.004690,-0.001654,-0.022872
139,2.7800,-2.909824,0,squat_bounce,0.109151,0.001799,-0.004286,-0.003990,-0.027488
140,2.8000,-2.658580,0,squat_bounce,0.109041,0.001260,-0.003894,-0.006399,-0.027570
141,2.8200,-2.407336,0,squat_bounce,0.108882,0.000803,-0.003512,-0.009514,-0.016351
142,2.8400,-2.156093,0,squat_bounce,0.108691,0.000493,-0.003160,-0.009656,-0.016233
143,2.8600,-1.904849,0,squat_bounce,0.108482,0.000192,-0.002837,-0.010871,-0.014460
144,2.8800,-1.653605,0,squat_bounce,0.108259,0.000225,-0.002370,-0.010240,0.002259
145,2.9000,-1.402362,0,squat_bounce,0.108078,0.000370,-0.001993,-0.008286,0.008774
146,2.9200,-1.151118,0,squat_bounce,0.107941,0.000823,-0.001767,-0.006475,0.028185
147,2.9400,-0.899874,0,squat_bounce,0.107832,0.001265,-0.001677,-0.004665,0.018814
148,2.9600,-0.648631,0,squat_bounce,0.107767,0.001585,-0.001666,-0.002374,0.014775
149,2.9800,-0.397387,0,squat_bounce,0.107734,0.001931,-0.001643,-0.001272,0.018495
150,3.0000,-0.146144,0,squat_bounce,0.107736,0.002123,-0.001750,0.000706,0.006815
151,3.0200,0.105100,0,squat_bounce,0.107769,0.002227,-0.002107,0.002266,0.006612
152,3.0400,0.356344,0,squat_bounce,0.107829,0.002426,-0.002596,0.002594,0.021321
153,3.0600,0.607587,0,squat_bounce,0.107926,0.002730,-0.003109,0.005843,0.013950
154,3.0800,0.858831,0,squat_bounce,0.108068,0.002937,-0.003702,0.007729,0.010885
155,3.1000,1.110075,0,squat_bounce,0.108239,0.003114,-0.004172,0.008962,0.009455
156,3.1200,1.361318,0,squat_bounce,0.108427,0.003272,-0.004402,0.009647,0.007759
157,3.1400,1.612562,0,squat_bounce,0.108622,0.003397,-0.004456,0.009692,0.005386
158,3.1600,1.863806,0,squat_bounce,0.108808,0.003465,-0.004477,0.008954,0.002177
159,3.1800,2.115049,0,squat_bounce,0.108968,0.003455,-0.004570,0.007388,-0.001920
160,3.2000,2.366293,0,squat_bounce,0.109099,0.003353,-0.004733,0.006272,-0.006699
161,3.2200,2.617536,0,squat_bounce,0.109190,0.003079,-0.004909,0.003312,-0.017087
162,3.2400,2.868780,0,squat_bounce,0.109222,0.002724,-0.004982,0.000567,-0.016407
163,3.2600,3.120024,0,squat_bounce,0.109206,0.002349,-0.004731,-0.001565,-0.022408
164,3.2800,-2.911918,0,squat_bounce,0.109145,0.001850,-0.004329,-0.003926,-0.027473
165,3.3000,-2.660674,0,squat_bounce,0.109036,0.001308,-0.003927,-0.006355,-0.027853
166,3.3200,-2.409431,0,squat_bounce,0.108883,0.000804,-0.003559,-0.008392,-0.024720
167,3.3400,-2.158187,0,squat_bounce,0.108687,0.000518,-0.003124,-0.009776,-0.014952
168,3.3600,-1.906943,0,squat_bounce,0.108478,0.000239,-0.002729,-0.010802,-0.013855
169,3.3800,-1.655700,0,squat_bounce,0.108257,0.000250,-0.002264,-0.010482,0.003915
170,3.4000,-1.404456,0,squat_bounce,0.108074,0.000412,-0.001877,-0.008320,0.009077
171,3.4200,-1.153212,0,squat_bounce,0.107938,0.000836,-0.001698,-0.007090,0.032444
172,3.4400,-0.901969,0,squat_bounce,0.107825,0.001310,-0.001617,-0.004773,0.019431
173,3.4600,-0.650725,0,squat_bounce,0.107760,0.001629,-0.001626,-0.002373,0.014632
174,3.4800,-0.399482,0,squat_bounce,0.107731,0.001910,-0.001623,-0.001760,0.021014
175,3.5000,-0.148238,0,squat_bounce,0.107729,0.002128,-0.001747,0.000603,0.007755
