step,t,phase,move,move_name,trunk_z,trunk_roll,trunk_pitch,trunk_vz,trunk_roll_rate
215,4.3000,-2.664863,2,head_bob,0.115386,-0.001035,0.003382,-0.003008,-0.001560
216,4.3200,-2.413619,2,head_bob,0.115339,-0.001187,0.004753,-0.002113,-0.011858
217,4.3400,-2.162376,2,head_bob,0.115298,-0.001347,0.005708,-0.001738,-0.007437
218,4.3600,-1.911132,2,head_bob,0.115287,-0.001534,0.005973,-0.000077,-0.009062
219,4.3800,-1.659889,2,head_bob,0.115295,-0.001711,0.005656,0.000621,-0.008078
220,4.4000,-1.408645,2,head_bob,0.115316,-0.001851,0.004890,0.001333,-0.004255
221,4.4200,-1.157401,2,head_bob,0.115346,-0.001910,0.003938,0.001120,0.003001
222,4.4400,-0.906158,2,head_bob,0.115361,-0.001752,0.003235,0.000856,0.010024
223,4.4600,-0.654914,2,head_bob,0.115381,-0.001565,0.002787,0.001043,0.009565
224,4.4800,-0.403670,2,head_bob,0.115395,-0.001580,0.002631,0.000687,0.000365
225,4.5000,-0.152427,2,head_bob,0.115403,-0.001512,0.002700,0.000240,0.005136
226,4.5200,0.098817,2,head_bob,0.115402,-0.001357,0.002957,-0.000316,0.008859
227,4.5400,0.350061,2,head_bob,0.115398,-0.001228,0.003153,0.000290,-0.000431
228,4.5600,0.601304,2,head_bob,0.115394,-0.001287,0.002958,-0.000415,-0.002575
229,4.5800,0.852548,2,head_bob,0.115400,-0.001436,0.002429,0.001142,-0.002767
230,4.6000,1.103791,2,head_bob,0.115422,-0.001472,0.001530,0.000734,-0.004038
231,4.6200,1.355035,2,head_bob,0.115456,-0.001568,0.000194,0.002320,-0.002307
232,4.6400,1.606279,2,head_bob,0.115503,-0.001691,-0.001148,0.001827,-0.002674
233,4.6600,1.857522,2,head_bob,0.115526,-0.001717,-0.002031,0.000969,-0.000128
234,4.6800,2.108766,2,head_bob,0.115542,-0.001773,-0.002304,0.000675,-0.003734
235,4.7000,2.360010,2,head_bob,0.115536,-0.001882,-0.002068,-0.000839,-0.006638
236,4.7200,2.611253,2,head_bob,0.115519,-0.001937,-0.001510,-0.000860,-0.000143
237,4.7400,2.862497,2,head_bob,0.115511,-0.001702,-0.000669,0.000221,0.020765
238,4.7600,3.113741,2,head_bob,0.115490,-0.001238,0.000546,-0.002031,0.018353
239,4.7800,-2.918201,2,head_bob,0.115452,-0.001093,0.001906,-0.001668,-0.003399
240,4.8000,-2.666957,2,head_bob,0.115388,-0.001030,0.003364,-0.003011,-0.001573
241,4.8200,-2.415714,2,head_bob,0.115341,-0.001183,0.004746,-0.002125,-0.011915
242,4.8400,-2.164470,2,head_bob,0.115299,-0.001344,0.005711,-0.001756,-0.007476
243,4.8600,-1.913227,2,head_bob,0.115287,-0.001531,0.005985,-0.000093,-0.009128
244,4.8800,-1.661983,2,head_bob,0.115295,-0.001708,0.005672,0.000611,-0.008088
245,4.9000,-1.410739,2,head_bob,0.115316,-0.001848,0.004909,0.001325,-0.004257
246,4.9200,-1.159496,2,head_bob,0.115346,-0.001907,0.003956,0.001115,0.003038
247,4.9400,-0.908252,2,head_bob,0.115362,-0.001749,0.003248,0.000857,0.010025
248,4.9600,-0.657008,2,head_bob,0.115381,-0.001562,0.002794,0.001051,0.009534
249,4.9800,-0.405765,2,head_bob,0.115396,-0.001578,0.002631,0.000693,0.000349
250,5.0000,-0.154521,2,head_bob,0.115404,-0.001511,0.002698,0.000245,0.005169
251,5.0200,0.096723,2,head_bob,0.115402,-0.001356,0.002953,-0.000310,0.008808
252,5.0400,0.347966,2,head_bob,0.115398,-0.001228,0.003152,0.000293,-0.000479
253,5.0600,0.599210,2,head_bob,0.115395,-0.001287,0.002962,-0.000416,-0.002573
254,5.0800,0.850453,2,head_bob,0.115400,-0.001434,0.002440,0.001129,-0.002670
